id,postalCode,street,language,user_id
177,1233,Morgartenstrasse 15,FR,177
178,1234,Winkelriedstrasse 50,IT,178
179,1236,Morgartenstrasse 93,IT,179
180,1237,Rue du Château 95,IT,180
181,1239,Bahnhofstrasse 36,IT,181
182,1241,Rue de l'hôpital 100,FR,182
183,1242,Poststrasse 78,FR,183
184,1243,Rue de l'hôpital 66,FR,184
185,1244,Bärenplatz 72,DE,185
186,1245,Bahnhofstrasse 85,FR,186
187,1246,Marktgasse 18,DE,187
188,1247,Rue de la Croix-Rouge 68,IT,188
189,1248,Rue de la Croix-Rouge 52,IT,189
190,1251,Place de l'hôtel 33,DE,190
191,1252,Werdstrasse 62,DE,191
192,1253,Rue de la Croix-Rouge 29,IT,192
193,1254,Tellstrasse 42,FR,193
194,1255,Werdstrasse 65,IT,194
195,1256,Place de l'hôtel 63,DE,195
196,1257,Poststrasse 3,DE,196
197,1258,Via Trevano 78,FR,197
198,1260,Hirschengraben 31,FR,198
199,1261,Poststrasse 3,IT,199
200,1261,Zürcherstrasse 13,IT,200
201,1261,Bärenplatz 48,DE,201
202,1262,Morgartenstrasse 10,DE,202
203,1263,Werdstrasse 12,DE,203
204,1264,Morgartenstrasse 7,FR,204
205,1265,Hirschengraben 94,FR,205
206,1266,Industriestrasse 99,IT,206
207,1267,Morgartenstrasse 4,IT,207
208,1267,Rue de l'hôpital 24,IT,208
209,1268,Winkelriedstrasse 61,IT,209
210,1268,Rue du Château 30,IT,210
211,1269,Usterstrasse 28,DE,211
212,1270,Winkelriedstrasse 84,FR,212
213,1271,Marktgasse 97,IT,213
214,1272,Poststrasse 19,FR,214
215,1273,Dufourstrasse 71,DE,215
216,1273,Bahnhofstrasse 33,FR,216
217,1274,Poststrasse 58,IT,217
218,1274,Zürcherstrasse 37,DE,218
219,1275,Poststrasse 89,DE,219
220,1276,Marktgasse 73,IT,220
221,1277,Hirschengraben 46,IT,221
222,1277,Rue du Château 64,IT,222
223,1278,Bärenplatz 63,FR,223
224,1279,Hirschengraben 67,DE,224
225,1279,Rue du Château 66,DE,225
226,1281,Via Trevano 95,FR,226
227,1283,Bahnhofstrasse 76,DE,227
228,1283,Place de l'hôtel 76,FR,228
229,1284,Werdstrasse 60,FR,229
230,1285,Piazza Riforma 78,IT,230
231,1286,Poststrasse 43,DE,231
232,1287,Industriestrasse 12,IT,232
233,1288,Usterstrasse 74,FR,233
234,1290,Via Trevano 90,FR,234
235,1290,Werdstrasse 39,IT,235
236,1291,Poststrasse 84,DE,236
237,1292,Morgartenstrasse 43,DE,237
238,1293,Industriestrasse 93,IT,238
239,1294,Marktgasse 59,IT,239
240,1295,Rue du Château 1,DE,240
241,1295,Marktgasse 50,DE,241
242,1296,Usterstrasse 66,IT,242
243,1297,Marktgasse 37,IT,243
244,1298,Marktgasse 75,DE,244
245,1299,Marktgasse 10,FR,245
246,1302,Bärenplatz 14,FR,246
247,1303,Winkelriedstrasse 52,FR,247
248,1304,Poststrasse 54,DE,248
249,1304,Bahnhofstrasse 82,DE,249
250,1304,Rue du Château 65,FR,250
251,1304,Rue de la Croix-Rouge 16,FR,251
252,1305,Rue de la Croix-Rouge 65,DE,252
253,1306,Via Trevano 51,FR,253
254,1307,Tellstrasse 19,FR,254
255,1308,Place de l'hôtel 30,FR,255
256,1312,Rue du Château 70,IT,256
257,1313,Winkelriedstrasse 95,FR,257
258,1315,Rue du Château 85,IT,258
259,1316,Industriestrasse 5,FR,259
260,1317,Bärenplatz 34,DE,260
261,1318,Usterstrasse 5,DE,261
262,1321,Usterstrasse 50,DE,262
263,1322,Industriestrasse 1,FR,263
264,1323,Piazza Riforma 96,IT,264
265,1324,Marktgasse 14,DE,265
266,1325,Rue de la Croix-Rouge 65,FR,266
267,1326,Marktgasse 12,FR,267
268,1329,Tellstrasse 24,DE,268
269,1337,Tellstrasse 70,DE,269
270,1338,Marktgasse 40,DE,270
271,1341,Usterstrasse 30,IT,271
272,1342,Werdstrasse 46,FR,272
273,1343,Via Trevano 65,FR,273
274,1344,Marktgasse 79,FR,274
275,1345,Bahnhofstrasse 68,IT,275
276,1346,Rue de la Croix-Rouge 2,FR,276
277,1347,Bärenplatz 81,FR,277
278,1347,Usterstrasse 6,IT,278
279,1348,Usterstrasse 88,DE,279
280,1350,Industriestrasse 20,IT,280
281,1352,Winkelriedstrasse 32,DE,281
282,1353,Bahnhofstrasse 96,FR,282
283,1354,Hirschengraben 5,FR,283
284,1355,Marktplatz 61,DE,284
285,1355,Place de l'hôtel 90,DE,285
286,1356,Dufourstrasse 43,DE,286
287,1356,Zürcherstrasse 50,FR,287
288,1357,Bärenplatz 92,DE,288
289,1358,Industriestrasse 41,FR,289
290,1372,Usterstrasse 81,DE,290
291,1373,Dufourstrasse 59,DE,291
292,1374,Usterstrasse 52,DE,292
293,1375,Usterstrasse 21,DE,293
294,1376,Hirschengraben 24,IT,294
295,1376,Marktplatz 81,DE,295
296,1376,Winkelriedstrasse 57,FR,296
297,1377,Industriestrasse 72,FR,297
298,1400,Morgartenstrasse 24,DE,298
299,1400,Tellstrasse 51,IT,299
300,1404,Poststrasse 10,FR,300
301,1404,Zürcherstrasse 11,IT,301
302,1405,Werdstrasse 17,DE,302
303,1406,Hirschengraben 21,FR,303
304,1407,Winkelriedstrasse 5,DE,304
305,1407,Marktgasse 88,IT,305
306,1407,Bahnhofstrasse 78,FR,306
307,1407,Winkelriedstrasse 67,IT,307
308,1408,Marktgasse 99,FR,308
309,1409,Place de l'hôtel 13,FR,309
310,1410,Via Trevano 63,IT,310
311,1410,Morgartenstrasse 31,DE,311
312,1410,Tellstrasse 74,DE,312
313,1410,Marktplatz 85,FR,313
314,1410,Winkelriedstrasse 22,IT,314
315,1412,Werdstrasse 48,IT,315
316,1412,Morgartenstrasse 92,IT,316
317,1413,Usterstrasse 91,IT,317
318,1415,Bahnhofstrasse 96,FR,318
319,1415,Via Trevano 87,IT,319
320,1416,Industriestrasse 75,FR,320
321,1417,Rue de l'hôpital 72,IT,321
322,1417,Usterstrasse 42,IT,322
323,1418,Rue de l'hôpital 64,IT,323
324,1420,Bärenplatz 31,FR,324
325,1421,Werdstrasse 30,DE,325
326,1421,Tellstrasse 62,FR,326
327,1422,Rue du Château 39,FR,327
328,1423,Via Trevano 85,IT,328
329,1423,Marktgasse 85,FR,329
330,1423,Rue du Château 47,IT,330
331,1423,Usterstrasse 17,FR,331
332,1424,Via Trevano 21,IT,332
333,1425,Poststrasse 41,IT,333
334,1426,Marktgasse 29,FR,334
335,1426,Werdstrasse 40,IT,335
336,1427,Marktgasse 40,DE,336
337,1428,Marktgasse 7,DE,337
338,1428,Bärenplatz 80,IT,338
339,1429,Bärenplatz 15,FR,339
340,1430,Place de l'hôtel 92,DE,340
341,1431,Rue de l'hôpital 15,IT,341
342,1431,Werdstrasse 33,FR,342
343,1432,Morgartenstrasse 33,DE,343
344,1432,Industriestrasse 87,DE,344
345,1433,Via Trevano 96,IT,345
346,1434,Industriestrasse 84,DE,346
347,1435,Marktplatz 31,FR,347
348,1436,Rue du Château 20,FR,348
349,1436,Usterstrasse 83,IT,349
350,1437,Zürcherstrasse 96,IT,350
351,1438,Dufourstrasse 27,FR,351
352,1439,Rue de l'hôpital 63,FR,352
353,1441,Rue de la Croix-Rouge 87,FR,353
354,1442,Morgartenstrasse 70,DE,354
355,1443,Morgartenstrasse 13,IT,355
356,1443,Morgartenstrasse 2,FR,356
357,1443,Winkelriedstrasse 62,IT,357
358,1445,Rue de la Croix-Rouge 89,IT,358
359,1446,Via Trevano 95,IT,359
360,1450,Piazza Riforma 55,FR,360
361,1450,Winkelriedstrasse 66,IT,361
362,1450,Piazza Riforma 24,IT,362
363,1452,Piazza Riforma 14,IT,363
364,1453,Winkelriedstrasse 43,FR,364
365,1453,Usterstrasse 78,FR,365
366,1454,Tellstrasse 41,IT,366
367,1454,Via Trevano 70,DE,367
368,1462,Zürcherstrasse 79,DE,368
369,1463,Marktplatz 52,FR,369
370,1464,Marktgasse 67,IT,370
371,1464,Poststrasse 63,FR,371
372,1468,Industriestrasse 3,DE,372
373,1470,Rue de la Croix-Rouge 76,IT,373
374,1470,Bärenplatz 76,FR,374
375,1470,Zürcherstrasse 81,IT,375
376,1470,Rue de la Croix-Rouge 9,FR,376
377,1473,Marktgasse 80,IT,377
378,1473,Place de l'hôtel 2,IT,378
379,1474,Piazza Riforma 22,IT,379
380,1475,Dufourstrasse 57,FR,380
381,1475,Bahnhofstrasse 42,DE,381
382,1475,Marktgasse 46,IT,382
383,1482,Usterstrasse 25,IT,383
384,1483,Hirschengraben 82,FR,384
385,1483,Bärenplatz 44,IT,385
386,1483,Marktgasse 46,IT,386
387,1484,Marktgasse 28,DE,387
388,1484,Bärenplatz 64,FR,388
389,1485,Werdstrasse 88,IT,389
390,1486,Marktplatz 35,FR,390
391,1489,Industriestrasse 59,IT,391
392,1509,Usterstrasse 73,IT,392
393,1510,Rue de l'hôpital 70,FR,393
394,1510,Tellstrasse 24,DE,394
395,1512,Industriestrasse 38,DE,395
396,1513,Tellstrasse 24,IT,396
397,1513,Hirschengraben 62,IT,397
398,1514,Morgartenstrasse 45,FR,398
399,1515,Usterstrasse 44,FR,399
400,1515,Marktgasse 28,DE,400
401,1521,Marktplatz 85,IT,401
402,1522,Werdstrasse 65,DE,402
403,1522,Via Trevano 11,DE,403
404,1523,Rue de l'hôpital 8,IT,404
405,1524,Dufourstrasse 1,IT,405
406,1525,Winkelriedstrasse 87,IT,406
407,1525,Tellstrasse 66,FR,407
408,1526,Rue du Château 53,DE,408
409,1526,Werdstrasse 63,DE,409
410,1527,Rue de la Croix-Rouge 74,FR,410
411,1528,Bärenplatz 47,DE,411
412,1528,Morgartenstrasse 49,FR,412
413,1529,Dufourstrasse 1,IT,413
414,1530,Rue du Château 15,FR,414
415,1532,Marktgasse 82,IT,415
416,1533,Marktgasse 34,IT,416
417,1534,Zürcherstrasse 53,DE,417
418,1534,Via Trevano 55,FR,418
419,1535,Marktgasse 40,FR,419
420,1536,Rue du Château 46,DE,420
421,1537,Place de l'hôtel 39,IT,421
422,1538,Marktgasse 46,FR,422
423,1541,Dufourstrasse 74,IT,423
424,1541,Bärenplatz 35,DE,424
425,1541,Hirschengraben 10,FR,425
426,1542,Tellstrasse 86,FR,426
427,1543,Zürcherstrasse 100,DE,427
428,1544,Via Trevano 54,DE,428
429,1545,Industriestrasse 93,DE,429
430,1551,Rue de la Croix-Rouge 25,IT,430
431,1552,Marktplatz 66,IT,431
432,1553,Hirschengraben 97,DE,432
433,1554,Zürcherstrasse 73,DE,433
434,1554,Via Trevano 98,IT,434
435,1555,Morgartenstrasse 29,FR,435
436,1562,Poststrasse 15,DE,436
437,1563,Rue du Château 31,IT,437
438,1564,Bärenplatz 16,DE,438
439,1565,Place de l'hôtel 33,FR,439
440,1565,Rue du Château 79,DE,440
441,1566,Bahnhofstrasse 41,DE,441
442,1566,Zürcherstrasse 45,DE,442
443,1567,Zürcherstrasse 86,DE,443
444,1568,Usterstrasse 40,FR,444
445,1580,Tellstrasse 88,IT,445
446,1580,Via Trevano 89,FR,446
447,1582,Dufourstrasse 4,IT,447
448,1583,Morgartenstrasse 60,IT,448
449,1584,Piazza Riforma 17,IT,449
450,1585,Piazza Riforma 97,DE,450
451,1585,Morgartenstrasse 95,DE,451
452,1585,Dufourstrasse 38,DE,452
453,1586,Usterstrasse 66,DE,453
454,1587,Place de l'hôtel 14,IT,454
455,1587,Piazza Riforma 17,FR,455
456,1588,Marktgasse 20,FR,456
457,1589,Bärenplatz 1,DE,457
458,1595,Hirschengraben 68,IT,458
459,1595,Hirschengraben 81,DE,459
460,1607,Via Trevano 40,IT,460
461,1607,Zürcherstrasse 36,DE,461
462,1607,Marktplatz 76,IT,462
463,1607,Industriestrasse 31,FR,463
464,1608,Hirschengraben 91,DE,464
465,1608,Winkelriedstrasse 88,FR,465
466,1608,Via Trevano 1,DE,466
467,1608,Piazza Riforma 67,DE,467
468,1609,Rue de la Croix-Rouge 74,FR,468
469,1609,Usterstrasse 99,DE,469
470,1609,Rue de la Croix-Rouge 89,IT,470
471,1609,Zürcherstrasse 88,IT,471
472,1610,Hirschengraben 17,IT,472
473,1610,Industriestrasse 35,IT,473
474,1610,Winkelriedstrasse 27,IT,474
475,1611,Rue de l'hôpital 49,IT,475
476,1612,Poststrasse 5,DE,476
477,1613,Via Trevano 38,FR,477
478,1614,Marktgasse 91,IT,478
479,1615,Industriestrasse 48,FR,479
480,1616,Tellstrasse 25,DE,480
481,1617,Via Trevano 38,DE,481
482,1617,Dufourstrasse 5,DE,482
483,1618,Werdstrasse 29,FR,483
484,1619,Bahnhofstrasse 89,DE,484
485,1623,Usterstrasse 83,FR,485
486,1624,Rue de l'hôpital 83,IT,486
487,1624,Piazza Riforma 60,IT,487
488,1624,Bahnhofstrasse 27,DE,488
489,1625,Industriestrasse 79,DE,489
490,1625,Piazza Riforma 94,FR,490
491,1626,Rue du Château 95,FR,491
492,1626,Morgartenstrasse 76,FR,492
493,1626,Bärenplatz 92,IT,493
494,1627,Hirschengraben 99,FR,494
495,1628,Rue de l'hôpital 73,FR,495
496,1630,Winkelriedstrasse 82,DE,496
497,1632,Marktplatz 89,DE,497
498,1633,Morgartenstrasse 2,DE,498
499,1633,Morgartenstrasse 87,DE,499
500,1634,Rue de l'hôpital 91,FR,500
501,1635,Dufourstrasse 78,DE,501
502,1636,Dufourstrasse 1,FR,502
503,1637,Morgartenstrasse 73,DE,503
504,1638,Poststrasse 33,IT,504
505,1642,Bahnhofstrasse 66,IT,505
506,1643,Winkelriedstrasse 90,IT,506
507,1644,Industriestrasse 92,DE,507
508,1645,Winkelriedstrasse 75,DE,508
509,1646,Zürcherstrasse 39,DE,509
510,1647,Rue de l'hôpital 86,IT,510
511,1648,Tellstrasse 16,IT,511
512,1649,Morgartenstrasse 74,FR,512
513,1651,Rue de la Croix-Rouge 61,DE,513
514,1652,Rue de la Croix-Rouge 25,IT,514
515,1652,Marktgasse 45,IT,515
516,1653,Hirschengraben 56,DE,516
517,1653,Rue de la Croix-Rouge 98,IT,517
518,1654,Hirschengraben 9,IT,518
519,1656,Rue de l'hôpital 41,DE,519
520,1656,Via Trevano 2,DE,520
521,1657,Rue de la Croix-Rouge 95,IT,521
522,1658,Tellstrasse 7,IT,522
523,1658,Werdstrasse 44,DE,523
524,1659,Industriestrasse 61,FR,524
525,1659,Rue de l'hôpital 7,IT,525
526,1660,Piazza Riforma 36,IT,526
527,1660,Hirschengraben 67,FR,527
528,1660,Usterstrasse 80,DE,528
529,1660,Rue du Château 26,FR,529
530,1661,Bärenplatz 29,IT,530
531,1663,Rue du Château 74,IT,531
532,1663,Werdstrasse 93,DE,532
533,1663,Winkelriedstrasse 26,IT,533
534,1663,Bärenplatz 93,FR,534
535,1665,Via Trevano 71,FR,535
536,1666,Industriestrasse 76,FR,536
537,1666,Hirschengraben 64,IT,537
538,1667,Industriestrasse 64,DE,538
539,1669,Marktplatz 11,IT,539
540,1669,Morgartenstrasse 98,IT,540
541,1669,Piazza Riforma 8,FR,541
542,1669,Bahnhofstrasse 31,FR,542
543,1669,Poststrasse 11,IT,543
544,1670,Hirschengraben 69,IT,544
545,1670,Hirschengraben 85,IT,545
546,1670,Poststrasse 73,DE,546
547,1673,Via Trevano 22,DE,547
548,1673,Marktgasse 28,IT,548
549,1673,Piazza Riforma 100,FR,549
550,1673,Marktgasse 87,FR,550
551,1673,Piazza Riforma 98,DE,551
552,1674,Winkelriedstrasse 99,FR,552
553,1674,Hirschengraben 57,IT,553
554,1674,Bahnhofstrasse 10,DE,554
555,1675,Tellstrasse 5,DE,555
556,1675,Industriestrasse 98,IT,556
557,1675,Marktgasse 41,DE,557
558,1676,Winkelriedstrasse 83,FR,558
559,1677,Marktgasse 32,DE,559
560,1678,Tellstrasse 77,IT,560
561,1679,Rue de la Croix-Rouge 58,DE,561
562,1680,Rue du Château 82,FR,562
563,1680,Hirschengraben 46,FR,563
564,1681,Werdstrasse 17,DE,564
565,1681,Werdstrasse 39,DE,565
566,1682,Usterstrasse 78,DE,566
567,1682,Bärenplatz 26,DE,567
568,1682,Rue du Château 40,IT,568
569,1682,Usterstrasse 55,IT,569
570,1682,Tellstrasse 8,FR,570
571,1683,Rue du Château 1,DE,571
572,1683,Rue de la Croix-Rouge 81,IT,572
573,1683,Place de l'hôtel 99,DE,573
574,1684,Winkelriedstrasse 95,IT,574
575,1685,Zürcherstrasse 26,IT,575
576,1686,Dufourstrasse 2,FR,576
577,1686,Rue de l'hôpital 5,FR,577
578,1687,Bärenplatz 77,DE,578
579,1687,Winkelriedstrasse 68,IT,579
580,1687,Marktplatz 43,IT,580
581,1688,Dufourstrasse 76,IT,581
582,1688,Rue de la Croix-Rouge 24,IT,582
583,1689,Tellstrasse 84,IT,583
584,1690,Rue du Château 79,IT,584
585,1690,Via Trevano 47,IT,585
586,1691,Place de l'hôtel 4,DE,586
587,1692,Industriestrasse 81,DE,587
588,1694,Via Trevano 82,FR,588
589,1694,Werdstrasse 84,IT,589
590,1694,Marktgasse 87,DE,590
591,1694,Marktplatz 19,IT,591
592,1695,Usterstrasse 35,DE,592
593,1695,Tellstrasse 5,DE,593
594,1695,Bahnhofstrasse 50,IT,594
595,1695,Winkelriedstrasse 32,FR,595
596,1696,Morgartenstrasse 28,DE,596
597,1697,Hirschengraben 17,IT,597
598,1697,Rue du Château 76,FR,598
599,1699,Piazza Riforma 77,FR,599
600,1699,Bahnhofstrasse 16,FR,600
601,1699,Dufourstrasse 44,FR,601
602,1700,Rue de la Croix-Rouge 29,IT,602
603,1712,Bahnhofstrasse 85,DE,603
604,1713,Zürcherstrasse 49,IT,604
605,1714,Bahnhofstrasse 8,FR,605
606,1715,Zürcherstrasse 27,DE,606
607,1716,Usterstrasse 50,FR,607
608,1716,Industriestrasse 35,FR,608
609,1716,Via Trevano 47,IT,609
610,1717,Winkelriedstrasse 72,FR,610
611,1718,Usterstrasse 38,DE,611
612,1719,Rue du Château 16,IT,612
613,1719,Piazza Riforma 33,IT,613
614,1720,Hirschengraben 28,DE,614
615,1720,Dufourstrasse 28,IT,615
616,1721,Werdstrasse 70,IT,616
617,1721,Rue du Château 97,FR,617
618,1721,Usterstrasse 64,FR,618
619,1722,Werdstrasse 54,DE,619
620,1723,Rue de la Croix-Rouge 73,FR,620
621,1723,Poststrasse 14,IT,621
622,1723,Rue de la Croix-Rouge 65,IT,622
623,1724,Marktplatz 52,FR,623
624,1724,Tellstrasse 47,IT,624
625,1724,Morgartenstrasse 98,FR,625
626,1724,Rue de la Croix-Rouge 90,DE,626
627,1724,Zürcherstrasse 50,FR,627
628,1724,Tellstrasse 91,IT,628
629,1724,Rue de la Croix-Rouge 81,IT,629
630,1724,Bärenplatz 29,IT,630
631,1725,Usterstrasse 82,DE,631
632,1726,Usterstrasse 77,FR,632
633,1726,Morgartenstrasse 40,DE,633
634,1726,Hirschengraben 80,IT,634
635,1726,Dufourstrasse 91,DE,635
636,1727,Hirschengraben 53,FR,636
637,1727,Via Trevano 22,IT,637
638,1728,Piazza Riforma 59,IT,638
639,1730,Bahnhofstrasse 72,DE,639
640,1731,Werdstrasse 91,DE,640
641,1732,Marktgasse 21,FR,641
642,1733,Marktgasse 43,IT,642
643,1734,Tellstrasse 39,FR,643
644,1735,Rue de l'hôpital 81,FR,644
645,1736,Tellstrasse 43,IT,645
646,1737,Bahnhofstrasse 36,IT,646
647,1738,Marktplatz 60,IT,647
648,1740,Poststrasse 75,IT,648
649,1741,Bahnhofstrasse 77,IT,649
650,1742,Usterstrasse 15,IT,650
651,1744,Industriestrasse 30,IT,651
652,1745,Industriestrasse 50,IT,652
653,1746,Poststrasse 78,DE,653
654,1747,Place de l'hôtel 76,FR,654
655,1748,Industriestrasse 70,DE,655
656,1749,Morgartenstrasse 93,DE,656
657,1752,Hirschengraben 75,FR,657
658,1753,Werdstrasse 22,FR,658
659,1754,Via Trevano 100,IT,659
660,1754,Marktplatz 71,IT,660
661,1754,Dufourstrasse 35,IT,661
662,1754,Tellstrasse 21,IT,662
663,1756,Morgartenstrasse 86,IT,663
664,1756,Winkelriedstrasse 94,FR,664
665,1757,Dufourstrasse 96,IT,665
666,1762,Via Trevano 78,FR,666
667,1763,Morgartenstrasse 84,FR,667
668,1772,Morgartenstrasse 90,FR,668
669,1772,Rue de l'hôpital 74,FR,669
670,1772,Tellstrasse 62,IT,670
