id,password,username,email
42,12345,Bretigny-sur-Morrens_Waadt_admin,mail_bretigny-sur-morrens@waadt.ch
43,12345,Cugy_VD_Waadt_admin,mail_cugy_vd@waadt.ch
44,12345,Morrens_VD_Waadt_admin,mail_morrens_vd@waadt.ch
45,12345,Froideville_Waadt_admin,mail_froideville@waadt.ch
46,12345,Villars-Tiercelin_Waadt_admin,mail_villars-tiercelin@waadt.ch
47,12345,Peney-le-Jorat_Waadt_admin,mail_peney-le-jorat@waadt.ch
48,12345,Villars-Mendraz_Waadt_admin,mail_villars-mendraz@waadt.ch
49,12345,Sottens_Waadt_admin,mail_sottens@waadt.ch
50,12345,Peyres-Possens_Waadt_admin,mail_peyres-possens@waadt.ch
51,12345,Boulens_Waadt_admin,mail_boulens@waadt.ch
52,12345,Chapelle-sur-Moudon_Waadt_admin,mail_chapelle-sur-moudon@waadt.ch
53,12345,Martherenges_Waadt_admin,mail_martherenges@waadt.ch
54,12345,Epalinges_Waadt_admin,mail_epalinges@waadt.ch
55,12345,Les_Monts-de-Pully_Waadt_admin,mail_les_monts-de-pully@waadt.ch
56,12345,Puidoux_Waadt_admin,mail_puidoux@waadt.ch
57,12345,Rivaz_Waadt_admin,mail_rivaz@waadt.ch
58,12345,St-Saphorin_(Lavaux)_Waadt_admin,mail_st-saphorin_(lavaux)@waadt.ch
59,12345,Chexbres_Waadt_admin,mail_chexbres@waadt.ch
60,12345,Forel_(Lavaux)_Waadt_admin,mail_forel_(lavaux)@waadt.ch
61,12345,Mollie-Margot_Waadt_admin,mail_mollie-margot@waadt.ch
62,12345,Savigny_Waadt_admin,mail_savigny@waadt.ch
63,12345,Ferlens_VD_Waadt_admin,mail_ferlens_vd@waadt.ch
64,12345,Servion_Waadt_admin,mail_servion@waadt.ch
65,12345,Essertes_Waadt_admin,mail_essertes@waadt.ch
66,12345,Les_Cullayes_Waadt_admin,mail_les_cullayes@waadt.ch
67,12345,Montpreveyres_Waadt_admin,mail_montpreveyres@waadt.ch
68,12345,Corcelles-le-Jorat_Waadt_admin,mail_corcelles-le-jorat@waadt.ch
69,12345,Mézières_VD_Waadt_admin,mail_mézières_vd@waadt.ch
70,12345,Carrouge_VD_Waadt_admin,mail_carrouge_vd@waadt.ch
71,12345,Vulliens_Waadt_admin,mail_vulliens@waadt.ch
72,12345,Ropraz_Waadt_admin,mail_ropraz@waadt.ch
73,12345,La_Croix (Lutry)_Waadt_admin,mail_la_croix (lutry)@waadt.ch
74,12345,Aran_Waadt_admin,mail_aran@waadt.ch
75,12345,Chenaux_Waadt_admin,mail_chenaux@waadt.ch
76,12345,Grandvaux_Waadt_admin,mail_grandvaux@waadt.ch
77,12345,Belmont-sur-Lausanne_Waadt_admin,mail_belmont-sur-lausanne@waadt.ch
78,12345,La_Conversion_Waadt_admin,mail_la_conversion@waadt.ch
79,12345,Paudex_Waadt_admin,mail_paudex@waadt.ch
80,12345,Lutry_Waadt_admin,mail_lutry@waadt.ch
81,12345,Villette_(Lavaux)_Waadt_admin,mail_villette_(lavaux)@waadt.ch
82,12345,Cully_Waadt_admin,mail_cully@waadt.ch
83,12345,Riex_Waadt_admin,mail_riex@waadt.ch
84,12345,Epesses_Waadt_admin,mail_epesses@waadt.ch
85,12345,Morges_Waadt_admin,mail_morges@waadt.ch
86,12345,Echichens_Waadt_admin,mail_echichens@waadt.ch
87,12345,St-Saphorin-sur-Morges_Waadt_admin,mail_st-saphorin-sur-morges@waadt.ch
88,12345,Colombier_VD_Waadt_admin,mail_colombier_vd@waadt.ch
89,12345,Vullierens_Waadt_admin,mail_vullierens@waadt.ch
90,12345,Cottens_VD_Waadt_admin,mail_cottens_vd@waadt.ch
91,12345,Grancy_Waadt_admin,mail_grancy@waadt.ch
92,12345,Bremblens_Waadt_admin,mail_bremblens@waadt.ch
93,12345,Romanel-sur-Morges_Waadt_admin,mail_romanel-sur-morges@waadt.ch
94,12345,Aclens_Waadt_admin,mail_aclens@waadt.ch
95,12345,Gollion_Waadt_admin,mail_gollion@waadt.ch
96,12345,Monnaz_Waadt_admin,mail_monnaz@waadt.ch
97,12345,Vaux-sur-Morges_Waadt_admin,mail_vaux-sur-morges@waadt.ch
98,12345,Clarmont_Waadt_admin,mail_clarmont@waadt.ch
99,12345,Reverolle_Waadt_admin,mail_reverolle@waadt.ch
100,12345,Tolochenaz_Waadt_admin,mail_tolochenaz@waadt.ch
101,12345,Lully_VD_Waadt_admin,mail_lully_vd@waadt.ch
102,12345,Vufflens-le-Château_Waadt_admin,mail_vufflens-le-château@waadt.ch
103,12345,Chigny_Waadt_admin,mail_chigny@waadt.ch
104,12345,Denens_Waadt_admin,mail_denens@waadt.ch
105,12345,Bussy-Chardonney_Waadt_admin,mail_bussy-chardonney@waadt.ch
106,12345,Sévery_Waadt_admin,mail_sévery@waadt.ch
107,12345,Pampigny_Waadt_admin,mail_pampigny@waadt.ch
108,12345,Apples_Waadt_admin,mail_apples@waadt.ch
109,12345,Ballens_Waadt_admin,mail_ballens@waadt.ch
110,12345,Bière_Waadt_admin,mail_bière@waadt.ch
111,12345,Mollens_VD_Waadt_admin,mail_mollens_vd@waadt.ch
112,12345,Montricher_Waadt_admin,mail_montricher@waadt.ch
113,12345,Cuarnens_Waadt_admin,mail_cuarnens@waadt.ch
114,12345,Moiry_VD_Waadt_admin,mail_moiry_vd@waadt.ch
115,12345,La_Praz_Waadt_admin,mail_la_praz@waadt.ch
116,12345,Mont-la-Ville_Waadt_admin,mail_mont-la-ville@waadt.ch
117,12345,Chavannes-le-Veyron_Waadt_admin,mail_chavannes-le-veyron@waadt.ch
118,12345,Mauraz_Waadt_admin,mail_mauraz@waadt.ch
119,12345,Villars-Bozon_Waadt_admin,mail_villars-bozon@waadt.ch
120,12345,La_Coudre_Waadt_admin,mail_la_coudre@waadt.ch
121,12345,L'Isle_Waadt_admin,mail_l'isle@waadt.ch
122,12345,Berolle_Waadt_admin,mail_berolle@waadt.ch
123,12345,St-Prex_Waadt_admin,mail_st-prex@waadt.ch
124,12345,Etoy_Waadt_admin,mail_etoy@waadt.ch
125,12345,Buchillon_Waadt_admin,mail_buchillon@waadt.ch
126,12345,Allaman_Waadt_admin,mail_allaman@waadt.ch
127,12345,Perroy_Waadt_admin,mail_perroy@waadt.ch
128,12345,Lussy-sur-Morges_Waadt_admin,mail_lussy-sur-morges@waadt.ch
129,12345,Villars-sous-Yens_Waadt_admin,mail_villars-sous-yens@waadt.ch
130,12345,Yens_Waadt_admin,mail_yens@waadt.ch
131,12345,Aubonne_Waadt_admin,mail_aubonne@waadt.ch
132,12345,Bougy-Villars_Waadt_admin,mail_bougy-villars@waadt.ch
133,12345,Féchy_Waadt_admin,mail_féchy@waadt.ch
134,12345,Montherod_Waadt_admin,mail_montherod@waadt.ch
135,12345,Pizy_Waadt_admin,mail_pizy@waadt.ch
136,12345,Lavigny_Waadt_admin,mail_lavigny@waadt.ch
137,12345,St-Livres_Waadt_admin,mail_st-livres@waadt.ch
138,12345,Tartegnin_Waadt_admin,mail_tartegnin@waadt.ch
139,12345,Rolle_Waadt_admin,mail_rolle@waadt.ch
140,12345,Gilly_Waadt_admin,mail_gilly@waadt.ch
141,12345,Bursins_Waadt_admin,mail_bursins@waadt.ch
142,12345,Vinzel_Waadt_admin,mail_vinzel@waadt.ch
143,12345,Luins_Waadt_admin,mail_luins@waadt.ch
144,12345,Mont-sur-Rolle_Waadt_admin,mail_mont-sur-rolle@waadt.ch
145,12345,Essertines-sur-Rolle_Waadt_admin,mail_essertines-sur-rolle@waadt.ch
146,12345,St-Oyens_Waadt_admin,mail_st-oyens@waadt.ch
147,12345,Gimel_Waadt_admin,mail_gimel@waadt.ch
148,12345,St-George_Waadt_admin,mail_st-george@waadt.ch
149,12345,Saubraz_Waadt_admin,mail_saubraz@waadt.ch
150,12345,Dully_Waadt_admin,mail_dully@waadt.ch
151,12345,Bursinel_Waadt_admin,mail_bursinel@waadt.ch
152,12345,Gland_Waadt_admin,mail_gland@waadt.ch
153,12345,Prangins_Waadt_admin,mail_prangins@waadt.ch
154,12345,Genève_Genf_admin,mail_genève@genf.ch
155,12345,Grand-Lancy_Genf_admin,mail_grand-lancy@genf.ch
156,12345,Petit-Lancy_Genf_admin,mail_petit-lancy@genf.ch
157,12345,Onex_Genf_admin,mail_onex@genf.ch
158,12345,Vernier_Genf_admin,mail_vernier@genf.ch
159,12345,Genève_15 Aéroport_Genf_admin,mail_genève_15 aéroport@genf.ch
160,12345,Cointrin_Genf_admin,mail_cointrin@genf.ch
161,12345,Meyrin_Genf_admin,mail_meyrin@genf.ch
162,12345,Le_Grand-Saconnex_Genf_admin,mail_le_grand-saconnex@genf.ch
163,12345,Le_Lignon_Genf_admin,mail_le_lignon@genf.ch
164,12345,Aïre_Genf_admin,mail_aïre@genf.ch
165,12345,Châtelaine_Genf_admin,mail_châtelaine@genf.ch
166,12345,Les_Avanchets_Genf_admin,mail_les_avanchets@genf.ch
167,12345,Vésenaz_Genf_admin,mail_vésenaz@genf.ch
168,12345,Cologny_Genf_admin,mail_cologny@genf.ch
169,12345,Chêne-Bougeries_Genf_admin,mail_chêne-bougeries@genf.ch
170,12345,Chêne-Bourg_Genf_admin,mail_chêne-bourg@genf.ch
171,12345,Thônex_Genf_admin,mail_thônex@genf.ch
172,12345,Les_Acacias_Genf_admin,mail_les_acacias@genf.ch
173,12345,Carouge_GE_Genf_admin,mail_carouge_ge@genf.ch
174,12345,Plan-les-Ouates_Genf_admin,mail_plan-les-ouates@genf.ch
175,12345,Conches_Genf_admin,mail_conches@genf.ch
176,12345,Confignon_Genf_admin,mail_confignon@genf.ch
177,12345,Bernex_Genf_admin,mail_bernex@genf.ch
178,12345,Vessy_Genf_admin,mail_vessy@genf.ch
179,12345,Cartigny_Genf_admin,mail_cartigny@genf.ch
180,12345,Avully_Genf_admin,mail_avully@genf.ch
181,12345,Collex_Genf_admin,mail_collex@genf.ch
182,12345,Puplinge_Genf_admin,mail_puplinge@genf.ch
183,12345,Satigny_Genf_admin,mail_satigny@genf.ch
184,12345,Presinge_Genf_admin,mail_presinge@genf.ch
185,12345,Choulex_Genf_admin,mail_choulex@genf.ch
186,12345,Collonge-Bellerive_Genf_admin,mail_collonge-bellerive@genf.ch
187,12345,Corsier_GE_Genf_admin,mail_corsier_ge@genf.ch
188,12345,Anières_Genf_admin,mail_anières@genf.ch
189,12345,Hermance_Genf_admin,mail_hermance@genf.ch
190,12345,Gy_Genf_admin,mail_gy@genf.ch
191,12345,Meinier_Genf_admin,mail_meinier@genf.ch
192,12345,Vandoeuvres_Genf_admin,mail_vandoeuvres@genf.ch
193,12345,Jussy_Genf_admin,mail_jussy@genf.ch
194,12345,Veyrier_Genf_admin,mail_veyrier@genf.ch
195,12345,Troinex_Genf_admin,mail_troinex@genf.ch
196,12345,La_Croix-de-Rozon_Genf_admin,mail_la_croix-de-rozon@genf.ch
197,12345,Perly_Genf_admin,mail_perly@genf.ch
198,12345,Nyon_Waadt_admin,mail_nyon@waadt.ch
199,12345,Longirod_Waadt_admin,mail_longirod@waadt.ch
200,12345,Marchissy_Waadt_admin,mail_marchissy@waadt.ch
201,12345,Le_Vaud_Waadt_admin,mail_le_vaud@waadt.ch
202,12345,Eysins_Waadt_admin,mail_eysins@waadt.ch
203,12345,Crassier_Waadt_admin,mail_crassier@waadt.ch
204,12345,St-Cergue_Waadt_admin,mail_st-cergue@waadt.ch
205,12345,La_Cure_Waadt_admin,mail_la_cure@waadt.ch
206,12345,Duillier_Waadt_admin,mail_duillier@waadt.ch
207,12345,Vich_Waadt_admin,mail_vich@waadt.ch
208,12345,Coinsins_Waadt_admin,mail_coinsins@waadt.ch
209,12345,Burtigny_Waadt_admin,mail_burtigny@waadt.ch
210,12345,Begnins_Waadt_admin,mail_begnins@waadt.ch
211,12345,Bassins_Waadt_admin,mail_bassins@waadt.ch
212,12345,Trélex_Waadt_admin,mail_trélex@waadt.ch
213,12345,Givrins_Waadt_admin,mail_givrins@waadt.ch
214,12345,Genolier_Waadt_admin,mail_genolier@waadt.ch
215,12345,Le_Muids_Waadt_admin,mail_le_muids@waadt.ch
216,12345,Arzier_Waadt_admin,mail_arzier@waadt.ch
217,12345,Grens_Waadt_admin,mail_grens@waadt.ch
218,12345,Signy_Waadt_admin,mail_signy@waadt.ch
219,12345,Chéserex_Waadt_admin,mail_chéserex@waadt.ch
220,12345,Gingins_Waadt_admin,mail_gingins@waadt.ch
221,12345,Arnex-sur-Nyon_Waadt_admin,mail_arnex-sur-nyon@waadt.ch
222,12345,Borex_Waadt_admin,mail_borex@waadt.ch
223,12345,La_Rippe_Waadt_admin,mail_la_rippe@waadt.ch
224,12345,Bogis-Bossey_Waadt_admin,mail_bogis-bossey@waadt.ch
225,12345,Chavannes-de-Bogis_Waadt_admin,mail_chavannes-de-bogis@waadt.ch
226,12345,Russin_Genf_admin,mail_russin@genf.ch
227,12345,Dardagny_Genf_admin,mail_dardagny@genf.ch
228,12345,La_Plaine_Genf_admin,mail_la_plaine@genf.ch
229,12345,Chancy_Genf_admin,mail_chancy@genf.ch
230,12345,Athenaz_(Avusy)_Genf_admin,mail_athenaz_(avusy)@genf.ch
231,12345,Soral_Genf_admin,mail_soral@genf.ch
232,12345,Laconnex_Genf_admin,mail_laconnex@genf.ch
233,12345,Aire-la-Ville_Genf_admin,mail_aire-la-ville@genf.ch
234,12345,Versoix_Genf_admin,mail_versoix@genf.ch
235,12345,Chavannes-des-Bois_Waadt_admin,mail_chavannes-des-bois@waadt.ch
236,12345,Commugny_Waadt_admin,mail_commugny@waadt.ch
237,12345,Chambésy_Genf_admin,mail_chambésy@genf.ch
238,12345,Bellevue_Genf_admin,mail_bellevue@genf.ch
239,12345,Genthod_Genf_admin,mail_genthod@genf.ch
240,12345,Mies_Waadt_admin,mail_mies@waadt.ch
241,12345,Tannay_Waadt_admin,mail_tannay@waadt.ch
242,12345,Coppet_Waadt_admin,mail_coppet@waadt.ch
243,12345,Founex_Waadt_admin,mail_founex@waadt.ch
244,12345,Céligny_Genf_admin,mail_céligny@genf.ch
245,12345,Crans-près-Céligny_Waadt_admin,mail_crans-près-céligny@waadt.ch
246,12345,Vufflens-la-Ville_Waadt_admin,mail_vufflens-la-ville@waadt.ch
247,12345,Penthaz_Waadt_admin,mail_penthaz@waadt.ch
248,12345,Senarclens_Waadt_admin,mail_senarclens@waadt.ch
249,12345,Dizy_Waadt_admin,mail_dizy@waadt.ch
250,12345,Allens_Waadt_admin,mail_allens@waadt.ch
251,12345,Cossonay-Ville_Waadt_admin,mail_cossonay-ville@waadt.ch
252,12345,Penthalaz_Waadt_admin,mail_penthalaz@waadt.ch
253,12345,Daillens_Waadt_admin,mail_daillens@waadt.ch
254,12345,Lussery-Villars_Waadt_admin,mail_lussery-villars@waadt.ch
255,12345,La_Chaux (Cossonay)_Waadt_admin,mail_la_chaux (cossonay)@waadt.ch
256,12345,Eclépens_Waadt_admin,mail_eclépens@waadt.ch
257,12345,Ferreyres_Waadt_admin,mail_ferreyres@waadt.ch
258,12345,La_Sarraz_Waadt_admin,mail_la_sarraz@waadt.ch
259,12345,Chevilly_Waadt_admin,mail_chevilly@waadt.ch
260,12345,Orny_Waadt_admin,mail_orny@waadt.ch
261,12345,Pompaples_Waadt_admin,mail_pompaples@waadt.ch
262,12345,Arnex-sur-Orbe_Waadt_admin,mail_arnex-sur-orbe@waadt.ch
263,12345,Croy_Waadt_admin,mail_croy@waadt.ch
264,12345,Romainmôtier_Waadt_admin,mail_romainmôtier@waadt.ch
265,12345,Premier_Waadt_admin,mail_premier@waadt.ch
266,12345,Vaulion_Waadt_admin,mail_vaulion@waadt.ch
267,12345,Juriens_Waadt_admin,mail_juriens@waadt.ch
268,12345,Bretonnières_Waadt_admin,mail_bretonnières@waadt.ch
269,12345,Vallorbe_Waadt_admin,mail_vallorbe@waadt.ch
270,12345,Ballaigues_Waadt_admin,mail_ballaigues@waadt.ch
271,12345,Orient_Waadt_admin,mail_orient@waadt.ch
272,12345,Le_Pont_Waadt_admin,mail_le_pont@waadt.ch
273,12345,Les_Charbonnières_Waadt_admin,mail_les_charbonnières@waadt.ch
274,12345,L'Abbaye_Waadt_admin,mail_l'abbaye@waadt.ch
275,12345,Le_Lieu_Waadt_admin,mail_le_lieu@waadt.ch
276,12345,Les_Bioux_Waadt_admin,mail_les_bioux@waadt.ch
277,12345,Le_Solliat_Waadt_admin,mail_le_solliat@waadt.ch
278,12345,Le_Sentier_Waadt_admin,mail_le_sentier@waadt.ch
279,12345,Le_Brassus_Waadt_admin,mail_le_brassus@waadt.ch
280,12345,Orbe_Waadt_admin,mail_orbe@waadt.ch
281,12345,Agiez_Waadt_admin,mail_agiez@waadt.ch
282,12345,Bofflens_Waadt_admin,mail_bofflens@waadt.ch
283,12345,Montcherand_Waadt_admin,mail_montcherand@waadt.ch
284,12345,Sergey_Waadt_admin,mail_sergey@waadt.ch
285,12345,L'Abergement_Waadt_admin,mail_l'abergement@waadt.ch
286,12345,Les_Clées_Waadt_admin,mail_les_clées@waadt.ch
287,12345,La_Russille_Waadt_admin,mail_la_russille@waadt.ch
288,12345,Lignerolle_Waadt_admin,mail_lignerolle@waadt.ch
289,12345,Valeyres-sous-Rances_Waadt_admin,mail_valeyres-sous-rances@waadt.ch
290,12345,Bavois_Waadt_admin,mail_bavois@waadt.ch
291,12345,Chavornay_Waadt_admin,mail_chavornay@waadt.ch
292,12345,Corcelles-sur-Chavornay_Waadt_admin,mail_corcelles-sur-chavornay@waadt.ch
293,12345,Penthéréaz_Waadt_admin,mail_penthéréaz@waadt.ch
294,12345,Eclagnens_Waadt_admin,mail_eclagnens@waadt.ch
295,12345,Goumoens-le-Jux_Waadt_admin,mail_goumoens-le-jux@waadt.ch
296,12345,Goumoens-la-Ville_Waadt_admin,mail_goumoens-la-ville@waadt.ch
297,12345,Oulens-sous-Echallens_Waadt_admin,mail_oulens-sous-echallens@waadt.ch
298,12345,Yverdon-les-Bains_Waadt_admin,mail_yverdon-les-bains@waadt.ch
299,12345,Cheseaux-Noréaz_Waadt_admin,mail_cheseaux-noréaz@waadt.ch
300,12345,Cuarny_Waadt_admin,mail_cuarny@waadt.ch
301,12345,Villars-Epeney_Waadt_admin,mail_villars-epeney@waadt.ch
302,12345,Pomy_Waadt_admin,mail_pomy@waadt.ch
303,12345,Cronay_Waadt_admin,mail_cronay@waadt.ch
304,12345,Bioley-Magnoux_Waadt_admin,mail_bioley-magnoux@waadt.ch
305,12345,Gossens_Waadt_admin,mail_gossens@waadt.ch
306,12345,Mézery-près-Donneloye_Waadt_admin,mail_mézery-près-donneloye@waadt.ch
307,12345,Donneloye_Waadt_admin,mail_donneloye@waadt.ch
308,12345,Prahins_Waadt_admin,mail_prahins@waadt.ch
309,12345,Chanéaz_Waadt_admin,mail_chanéaz@waadt.ch
310,12345,Prévondavaux_Freiburg_admin,mail_prévondavaux@freiburg.ch
311,12345,St-Cierges_Waadt_admin,mail_st-cierges@waadt.ch
312,12345,Denezy_Waadt_admin,mail_denezy@waadt.ch
313,12345,Correvon_Waadt_admin,mail_correvon@waadt.ch
314,12345,Thierrens_Waadt_admin,mail_thierrens@waadt.ch
315,12345,Valeyres-sous-Ursins_Waadt_admin,mail_valeyres-sous-ursins@waadt.ch
316,12345,Ursins_Waadt_admin,mail_ursins@waadt.ch
317,12345,Orzens_Waadt_admin,mail_orzens@waadt.ch
318,12345,Molondin_Waadt_admin,mail_molondin@waadt.ch
319,12345,Démoret_Waadt_admin,mail_démoret@waadt.ch
320,12345,Pailly_Waadt_admin,mail_pailly@waadt.ch
321,12345,Epautheyres_Waadt_admin,mail_epautheyres@waadt.ch
322,12345,Essertines-sur-Yverdon_Waadt_admin,mail_essertines-sur-yverdon@waadt.ch
323,12345,Vuarrens_Waadt_admin,mail_vuarrens@waadt.ch
324,12345,Fiez_Waadt_admin,mail_fiez@waadt.ch
325,12345,Fontaines-sur-Grandson_Waadt_admin,mail_fontaines-sur-grandson@waadt.ch
326,12345,Grandevent_Waadt_admin,mail_grandevent@waadt.ch
327,12345,Grandson_Waadt_admin,mail_grandson@waadt.ch
328,12345,Fontanezier_Waadt_admin,mail_fontanezier@waadt.ch
329,12345,Romairon_Waadt_admin,mail_romairon@waadt.ch
330,12345,Vaugondry_Waadt_admin,mail_vaugondry@waadt.ch
331,12345,Villars-Burquin_Waadt_admin,mail_villars-burquin@waadt.ch
332,12345,Champagne_Waadt_admin,mail_champagne@waadt.ch
333,12345,Onnens_VD_Waadt_admin,mail_onnens_vd@waadt.ch
334,12345,Corcelles-près-Concise_Waadt_admin,mail_corcelles-près-concise@waadt.ch
335,12345,Concise_Waadt_admin,mail_concise@waadt.ch
336,12345,Bonvillars_Waadt_admin,mail_bonvillars@waadt.ch
337,12345,Mutrux_Waadt_admin,mail_mutrux@waadt.ch
338,12345,Provence_Waadt_admin,mail_provence@waadt.ch
339,12345,Giez_Waadt_admin,mail_giez@waadt.ch
340,12345,Orges_Waadt_admin,mail_orges@waadt.ch
341,12345,Vugelles-La_Mothe_Waadt_admin,mail_vugelles-la_mothe@waadt.ch
342,12345,Novalles_Waadt_admin,mail_novalles@waadt.ch
343,12345,Belmont-sur-Yverdon_Waadt_admin,mail_belmont-sur-yverdon@waadt.ch
344,12345,Gressy_Waadt_admin,mail_gressy@waadt.ch
345,12345,Suchy_Waadt_admin,mail_suchy@waadt.ch
346,12345,Ependes_VD_Waadt_admin,mail_ependes_vd@waadt.ch
347,12345,Essert-Pittet_Waadt_admin,mail_essert-pittet@waadt.ch
348,12345,Treycovagnes_Waadt_admin,mail_treycovagnes@waadt.ch
349,12345,Chamblon_Waadt_admin,mail_chamblon@waadt.ch
350,12345,Suscévaz_Waadt_admin,mail_suscévaz@waadt.ch
351,12345,Mathod_Waadt_admin,mail_mathod@waadt.ch
352,12345,Rances_Waadt_admin,mail_rances@waadt.ch
353,12345,Valeyres-sous-Montagny_Waadt_admin,mail_valeyres-sous-montagny@waadt.ch
354,12345,Montagny-près-Yverdon_Waadt_admin,mail_montagny-près-yverdon@waadt.ch
355,12345,Champvent_Waadt_admin,mail_champvent@waadt.ch
356,12345,Essert-sous-Champvent_Waadt_admin,mail_essert-sous-champvent@waadt.ch
357,12345,Villars-sous-Champvent_Waadt_admin,mail_villars-sous-champvent@waadt.ch
358,12345,Vuiteboeuf_Waadt_admin,mail_vuiteboeuf@waadt.ch
359,12345,Baulmes_Waadt_admin,mail_baulmes@waadt.ch
360,12345,La_Sagne (Ste-Croix)_Waadt_admin,mail_la_sagne (ste-croix)@waadt.ch
361,12345,Le_Château-de-Ste-Croix_Waadt_admin,mail_le_château-de-ste-croix@waadt.ch
362,12345,Ste-Croix_Waadt_admin,mail_ste-croix@waadt.ch
363,12345,Les_Rasses_Waadt_admin,mail_les_rasses@waadt.ch
364,12345,Mauborget_Waadt_admin,mail_mauborget@waadt.ch
365,12345,Bullet_Waadt_admin,mail_bullet@waadt.ch
366,12345,La_Vraconnaz_Waadt_admin,mail_la_vraconnaz@waadt.ch
367,12345,L'Auberson_Waadt_admin,mail_l'auberson@waadt.ch
368,12345,Yvonand_Waadt_admin,mail_yvonand@waadt.ch
369,12345,Rovray_Waadt_admin,mail_rovray@waadt.ch
370,12345,Chêne-Pâquier_Waadt_admin,mail_chêne-pâquier@waadt.ch
371,12345,Chavannes-le-Chêne_Waadt_admin,mail_chavannes-le-chêne@waadt.ch
372,12345,Cheyres_Freiburg_admin,mail_cheyres@freiburg.ch
373,12345,Bollion_Freiburg_admin,mail_bollion@freiburg.ch
374,12345,Lully_FR_Freiburg_admin,mail_lully_fr@freiburg.ch
375,12345,Seiry_Freiburg_admin,mail_seiry@freiburg.ch
376,12345,Estavayer-le-Lac_Freiburg_admin,mail_estavayer-le-lac@freiburg.ch
377,12345,Font_Freiburg_admin,mail_font@freiburg.ch
378,12345,Châtillon_FR_Freiburg_admin,mail_châtillon_fr@freiburg.ch
379,12345,Châbles_FR_Freiburg_admin,mail_châbles_fr@freiburg.ch
380,12345,Autavaux_Freiburg_admin,mail_autavaux@freiburg.ch
381,12345,Forel_FR_Freiburg_admin,mail_forel_fr@freiburg.ch
382,12345,Montbrelloz_Freiburg_admin,mail_montbrelloz@freiburg.ch
383,12345,Cugy_FR_Freiburg_admin,mail_cugy_fr@freiburg.ch
384,12345,Frasses_Freiburg_admin,mail_frasses@freiburg.ch
385,12345,Vesin_Freiburg_admin,mail_vesin@freiburg.ch
386,12345,Montet_(Broye)_Freiburg_admin,mail_montet_(broye)@freiburg.ch
387,12345,Aumont_Freiburg_admin,mail_aumont@freiburg.ch
388,12345,Granges-de-Vesin_Freiburg_admin,mail_granges-de-vesin@freiburg.ch
